rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10004504-ultraviolet,The Foywonder,FALSE,Dread Central,Rotten,0.5/5,38781,Ultraviolet takes all the badness of Catwoman and repackages it with the look of live action anime and the mentality of a video game you have no control over.
m/10004504-ultraviolet,Scott Nash,FALSE,Three Movie Buffs,Rotten,0.5/4,38781,Monumentally awful
m/10004504-ultraviolet,Gene Seymour,TRUE,Newsday,Rotten,1.5/4,38781,"Whether Six is a blessing or a boon to mutants or humans is one of the many things that are not clearly explained through all the flying bodies, flashing steel and grinding metal."
m/10004504-ultraviolet,Lou Lumenick,TRUE,New York Post,Rotten,0/4,38781,"Ultrastupid, ultra-incoherent, ultrasilly -- and way, way ultraboring."
m/10004504-ultraviolet,Lisa Rose,TRUE,Newark Star-Ledger,Rotten,0/4,38782,"Her sword is red, her eyes are blue and her movie is horrible."
m/10004504-ultraviolet,Todd Gilchrist,FALSE,IGN Movies,Fresh,2.5/5,38782,"If you have no problem with an experience that feels like an adrenaline shot administered directly to your brain, then this is the place to start."
m/10004504-ultraviolet,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Rotten,2.5/5,38784,"Overall, it's a film that can best be thought of as the work of a more cerebral Uwe Boll."
m/10004504-ultraviolet,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,2.5/4,38785,This nearly incomprehensible guilty pleasure is actually a great deal of fun.
m/10004504-ultraviolet,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,0.5/4,38789,"The adventures of Catwoman, Elektra, Lara Croft and Aeon Flux were positively Homeric compared to this simple-minded Hi-Def tedium..."
m/10004504-ultraviolet,Kimberley Jones,FALSE,Austin Chronicle,Rotten,0/5,38801,"Jovovich, who's shown sensitivity in her dramatic work, looks spectacularly bored as she power-kicks her way through one bloody pile-up after another. That boredom, like the mystery virus at the center of the film, is contagious."
m/10004504-ultraviolet,Jessica Letkemann,FALSE,Premiere Magazine,Rotten,1.5/4,38801,"Amid every action cliche in the book, outmoded stereotypes, and a plot derivative of every futuristic drama made in the last fifteen years, Ultraviolet comes off as nothing more than a pale copy of better, more inventive films."
m/10004504-ultraviolet,David N. Butterworth,FALSE,rec.arts.movies.reviews,Rotten,1.5/4,38801,Ultracrappy more like.
m/10004504-ultraviolet,David Edwards,FALSE,Daily Mirror (UK),Rotten,0/5,38892,"Lordy mama, the thing's just unspeakable."
m/10004504-ultraviolet,David Nusair,FALSE,Reel Film Reviews,Rotten,1.5/4,40195,Woefully nonsensical from start to finish...
m/10004635-home_of_the_brave,Jan Stuart,TRUE,Newsday,Rotten,2.5/4,38288,There is altogether too much footage of daughter Mary wallowing in her mother's martyrdom.
m/10004635-home_of_the_brave,Ken Fox,FALSE,TV Guide,Fresh,3.5/5,38289,"Even more than a crucial piece of remedial historiography, the film is also an unsettling exploration of the impact violence and shameful injustice continue to have on a family nearly 40 years after the fact."
m/10004635-home_of_the_brave,Jack Mathews,TRUE,New York Daily News,Fresh,3.5/4,38289,"Paola di Florio's haunting documentary about Viola Liuzzo, a Detroit civil rights worker murdered by the Ku Klux Klan in 1965 Alabama, adds to the case for ripping J. Edgar Hoover's name off the FBI building in Washington."
m/10004659-arthur,Rich Cline,FALSE,Shadows on the Wall,Rotten,2.5/5,39086,"Several parts of the narrative don't gel, feeling designed simply to look cool or sound funny."
m/10004659-arthur,Monica A. Reyhani,FALSE,Premiere Magazine,Fresh,2.5/4,39093,"Ultimately, Besson has made an interesting, if shaky in places, homage to childhood."
m/10004659-arthur,Steven Rea,TRUE,Philadelphia Inquirer,Rotten,1.5/4,39093,"Luc Besson, the most-Hollywoodish of Gallic directors, has adapted his own series of popular (in France) kid-lit tomes to produce a glossy, expensive ($84 million) and long-winded mix of live action and computer animation."
m/10004659-arthur,Phil Villarreal,FALSE,Arizona Daily Star,Rotten,1.5/4,39094,Audiences should ignore this one until Arthur becomes invisible.
m/10004659-arthur,Kyle Smith,TRUE,New York Post,Rotten,0.5/4,39094,This kids' cartoon from France is such a surreally demented attempt to connect with children that it's the equivalent of foie gras breakfast cereal or a bleu cheese milkshake.
m/10004659-arthur,Meg Jones,FALSE,Milwaukee Journal Sentinel,Fresh,2.5/4,39094,"It might have been just another humdrum children's film if not for Highmore, who brings the same charm he did in Charlie and the Chocolate Factory and Finding Neverland to this fun movie."
m/10004659-arthur,Wade Major,FALSE,Boxoffice Magazine,Rotten,1.5/5,39094,"Oh, what a dreaded Pandora's Box has been opened by the success of the Harry Potter and The Lord of the Rings franchises."
m/10004659-arthur,Ty Burr,TRUE,Boston Globe,Rotten,1.5/4,39094,"The movie bing-bing-bings all over the place, repurposing fantasy novels, video games, Arthurian legends. Besson's grocery bill for all I know. Even the musical score has multiple-personality disorder."
m/10004659-arthur,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Rotten,1.5/4,39094,"I know this is supposed to be a children's fantasy and that the color of the Miminoys' skin should be less remarkable than their microscopic stature, but the message seems to be that an African tribe can't be cute unless it is also white."
m/10004659-arthur,Daniel M. Kimmel,FALSE,Worcester Telegram & Gazette,Rotten,2.5/4,39094,Youngsters should have a fine time. Adults not easily persuaded that any children's film is automatically charming might bring a book.
m/10004659-arthur,Thomas Caldwell,FALSE,Cinema Autopsy,Rotten,1.5/5,39094,
m/10004659-arthur,Mike McGranaghan,FALSE,Aisle Seat,Rotten,2.5/4,39097,Arthur and the Invisibles has a story so psychedelic that each movie ticket purchased should also include a black light poster and some incense. Kids weaned on the likes of Pixar and Shrek won't know what to make of it.
m/10004659-arthur,Joshua Tyler,FALSE,CinemaBlend,Rotten,1.5/5,39098,Five pounds of poo in a one pound bag.
m/10004659-arthur,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,3.5/5,39099,"Whatever its flaws, Arthur and the Invisibles has a handmade, personal feel that finally affords it a cockeyed endearing quality."
m/10004684-malevolence,Maitland McDonagh,FALSE,TV Guide,Fresh,2.5/5,38289,"The performances are better than one might expect from a cast of first-timers and lightly employed professionals, and Mena's characters rarely do the sort of spectacularly stupid things that provoke derisive laughter from seasoned horror-moviegoers."
m/10004684-malevolence,Robert Dominguez,TRUE,New York Daily News,Rotten,1.5/4,38289,The acting and dialogue is as silly as the potato sack the killer wears on his head.
m/10004684-malevolence,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Rotten,0.5/5,38308,The fanboy approach to filmmaking is always the same: Take a typical slasher-movie premise and copy all the things that impressed you when you were on the verge of puberty.
m/10004684-malevolence,Steve Newton,FALSE,Georgia Straight,Rotten,1.5/5,38445,The biggest shock this old-school 35mm slasher entry provides is the fact that it didn't go directly to video.
m/10004684-malevolence,Rich Cline,FALSE,Shadows on the Wall,Rotten,2.5/5,38484,"Basically, you begin to tick off all of the standard horror gags as they come. And they all come exactly as expected."
m/10004684-malevolence,Johnny Butane,FALSE,Dread Central,Fresh,3.5/5,38747,Malevolence is the result of a film lover that spent their entire life striving to be the best they can.
m/10004697-eternal,Jeremy Knox,FALSE,Film Threat,Fresh,3.5/5,38297,It's the multidimensional characterization and dialogue that elevates this film far far above being just a vampire movie with a more literate back-story.
m/10004697-eternal,Jeannette Catsoulis,TRUE,New York Times,Rotten,0/5,38589,"Lush, lurid and completely besotted with itself, Eternal is one of those movies normally found slinking around the ether of late-night cable television."
m/10004697-eternal,Ken Fox,FALSE,TV Guide,Fresh,2.5/5,38590,[A] stylishly kinky exercise in blood-soaked eroticism.
m/10004697-eternal,G. Allen Johnson,TRUE,San Francisco Chronicle,Rotten,0/4,38597,"There's no camp in this vamp; the lady, and the film, is a tramp."
m/10004697-eternal,Rory L. Aronsky,FALSE,Film Threat,Rotten,2.5/5,38608,...this whole production might as well just be a music video featuring everything Elizabeth from lusting for blood to bathing in it and the process involved.
m/10004697-eternal,,FALSE,Film Threat,Fresh,3.5/5,38692,
m/10004835-farewell_to_arms,Jeremiah Kipp,FALSE,Slant Magazine,Rotten,1.5/4,38487,We have David O. Selznick to blame for this bloated two-hour-+ Technicolor remake.
m/10004835-farewell_to_arms,Walter Chaw,FALSE,Film Freak Central,Rotten,0.5/4,38664,One of David O. Selznick's many attempts to shape his lady-love Jennifer Jones' largely immutable mug into the face that launched a thousand cinematic ships.
m/10004835-farewell_to_arms,,FALSE,TV Guide,Rotten,2.5/4,41297,An overblown Hollywood extravaganza that was universally condemned when first released and hasn't improved with age.
m/10004890-narrow_margin,"Michael W. Phillips, Jr.",FALSE,Goatdog's Movies,Fresh,4.5/5,39176,"One of the best B-movies I've ever seen, and deserves to be better known."
m/10004890-narrow_margin,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,43180,...a stripped-down premise that's employed to watchable yet far-from-enthralling effect...
m/10004925-matador,Walter Chaw,FALSE,Film Freak Central,Fresh,2.5/4,38671,"Neither challenging nor incompetent, the picture isn't courageous enough to fail and thus not courageous enough to be a masterpiece."
m/10004925-matador,Edward Douglas,FALSE,ComingSoon.net,Fresh,8.5/10,38713,Shepard and his terrific cast turns a fairly simple premise into one of those rare buddy comedies that has both brains and heart!
m/10004925-matador,,FALSE,Premiere Magazine,Fresh,3.5/4,38713,A testament to the relatively unknown Shepard's imagination and smarts.
m/10004925-matador,Gene Seymour,TRUE,Newsday,Fresh,2.5/4,38716,"Eventually, you forget Brosnan's ongoing effort to set fire to his trademark creased-and-polished image and begin to share his apparent glee in traipsing through this seriocomic farrago of crime melodrama, buddy movie and sob story."
m/10004925-matador,Pam Grady,FALSE,Reel.com,Fresh,3.5/4,38717,Brosnan enjoys one of his best parts in years and there is no mistaking his exuberance as he embraces the role.
m/10004925-matador,Stephen Holden,TRUE,New York Times,Rotten,2.5/5,38720,"Pierce Brosnan plays a gold-chain-wearing sleazeball in The Matador, a weightless, amoral romp about a professional hit man facing a midlife crisis."
m/10004925-matador,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,38722,"The movie's writer-director, Richard Shepard, balances the macabre and the sentimental, and understands that although his film contains questions like 'don't successful people always live with blood on their hands?' its real subject is friendship."
m/10004925-matador,Josh Larsen,FALSE,"Sun Publications (Chicago, IL)",Rotten,2.5/4,38722,Brosnan struts through the movie practically sprinkling salt on the scenery.
m/10004925-matador,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,3.5/4,38723,"Movie fans have seen any number of stories about hitmen, but it's a pretty good bet that even the most jaded of cynics will be unable to detect just where The Matador is going."
m/10004925-matador,Bruce Westbrook,TRUE,Houston Chronicle,Fresh,3.5/4,38723,"In The Matador, Pierce Brosnan plays another man with license to kill, yet he gives a performance wildly unlike his suave superspy. In fact, it may be his best role yet."
m/10004925-matador,Wesley Morris,TRUE,Boston Globe,Fresh,2.5/4,38723,"Writer-director Richard Shepard's movie is just a sweet, broadly made buddy picture that happens to look a lot like an Almodovar production."
m/10004925-matador,Willie Waffle,FALSE,WaffleMovies.com,Rotten,1.5/4,38723,"The Matador wants to be Sideways with two wacky guys out on a wild adventure, but the movie only has one guy funny enough to make it work."
m/10004925-matador,James Verniere,FALSE,Boston Herald,Rotten,2.5/4,38724,"The film has a lot going for it, particularly Brosnan in the title role. What it does not have is much novelty."
m/10004925-matador,Chuck O'Leary,FALSE,Fantastica Daily,Fresh,2.75/4,38728,"A slight, but amusing character-driven buddy comedy."
m/10004925-matador,Steven Snyder,FALSE,Zertinet Movies,Fresh,3.5/4,38728,
m/10004925-matador,Thomas Delapa,FALSE,Boulder Weekly,Rotten,1.5/4,38729,"Shepard's story isn't tight enough to rein in Brosnan, who's emotionally all over the map as the globetrotting assassin."
m/10004925-matador,Phoebe Flowers,FALSE,South Florida Sun-Sentinel,Fresh,3.5/4,38729,The Matador is a superbly cast story that clearly marks Shepard as a filmmaker to watch.
m/10004925-matador,Carla Meyer,FALSE,Sacramento Bee,Rotten,2.5/4,38730,"[The film] forces the viewer to work too hard to buy its buddy pairing (Pierce Brosnan and Greg Kinnear), at times preventing the movie from being the goof it ought to be."
m/10004925-matador,Michael Dequina,FALSE,TheMovieReport.com,Rotten,2.5/4,38733,As exceptional as [Brosnan and Kinnear] are... writer-director Richard Shepard's film is ultimately the formula buddy picture that one would expect from the premise.
m/10004925-matador,David N. Butterworth,FALSE,rec.arts.movies.reviews,Fresh,2.5/4,38736,Brosnan and Kinnear are a bullish odd couple.
m/10004925-matador,Rick Groen,TRUE,Globe and Mail,Rotten,2.5/4,38737,"Never as good as you'd hoped or as bad as you'd feared, The Matador is one of those of up-and-down experiences."
m/10004925-matador,Nicolas Lacroix,FALSE,EnPrimeur.ca,Fresh,3.5/5,38737,"Une fort sympathique comdie dramatique sur l'amiti, les valeurs, le prix du succs et les racines des individus."
m/10004925-matador,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Fresh,3.5/4,38743,"You've never met anybody quite like the The Matador, even though you may think you have Pierce Brosnan pegged."
m/10004925-matador,Phil Villarreal,FALSE,Arizona Daily Star,Fresh,3.5/4,38743,"Whenever you think you know where the story is headed, Shepard unleashes another hard twist. Much of his excellence comes not in his storytelling but in the way he sets up situations that ooze with comic conflict."
m/10004925-matador,Greg Maki,FALSE,"Star-Democrat (Easton, MD)",Fresh,3.5/4,38744,... Redefines the possibilities of the buddy movie.
m/10004925-matador,Jeff Vice,FALSE,Deseret News (Salt Lake City),Fresh,3.5/4,38744,... one of the smarter films out right now.
m/10004925-matador,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,2.5/4,38744,"Pierce Brosnan's 'facilitator of fatalities' is a great character, but the story that houses him is as ersatz as the recording of 'In the Wee Small Hours' the assassin plays on the businessman's turntable (that's not Sinatra singing)."
m/10004925-matador,Mark Dujsik,FALSE,Mark Reviews Movies,Rotten,2.5/4,38745,A breezy entertainment -- perhaps too much so.
m/10004925-matador,Eric Melin,FALSE,Scene-Stealers.com,Fresh,3.5/4,38745,"Its best trait [is] the unique ability to walk the fine line, as Spinal Tap's David St. Hubbins would say, between stupid and clever."
m/10004925-matador,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Fresh,3.5/5,38751,It's almost as if Pierce Brosnan asked for a role as far from the debonair and cool-under-pressure James Bond as possible... and we're so glad he did.
m/10004925-matador,Marty Mapes,FALSE,Movie Habit,Fresh,2.5/4,38752,Brosnan walks the line between sympathy and repulsion as a cartoony lonely assassin
m/10004925-matador,Karina Montgomery,FALSE,Cinerina,Fresh,4.5/5,38766,"It's quirky (everyone says so, but it's absolutely accurate) and chock full of real live heart and truth and human connection."
m/10004925-matador,Joseph Proimakis,FALSE,Movies for the Masses,Fresh,3.5/5,38970,"in an ideal world, The Matador would be the movie to watch on a late Friday afternoon to start relaxing for the weekend"
m/10005057-smile,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,1.5/4,38569,"This drama, which was bankrolled by the people behind the international Operation Smile program, has the best of intentions. But it's so painfully earnest that it becomes insufferable."
m/10005057-smile,Sean P. Means,FALSE,Salt Lake Tribune,Rotten,1.5/4,38569,"Good cause, bad movie."
m/10005057-smile,Peter Debruge,TRUE,Miami Herald,Fresh,2.5/4,38590,"Sure, it's mushy, but you can't make a movie called Smile and not be at least a wee bit saccharine about your intentions."
m/10005057-smile,Laura Kelly,FALSE,South Florida Sun-Sentinel,Rotten,1.5/4,38590,"However worthy the sentiment, this one won't leave viewers with a smile."
m/10005104-intruder,Shlomo Schwartzberg,FALSE,Boxoffice Magazine,Fresh,4.5/5,38707,"Exciting, vital cinema that pushes the boundaries of what movies can do. It's a masterpiece."
m/10005104-intruder,V.A. Musetto,TRUE,New York Post,Fresh,2.5/4,38713,[S]hould you see The Intruder? Yes -- but only if you're willing to ignore bothersome concerns about narrative and let the poetic images take over your mind.
m/10005104-intruder,Kevin Thomas,TRUE,Los Angeles Times,Fresh,4.5/5,38792,"Never has Denis demanded so much from audiences as with this shimmering enigma, at once intimate and epic, but it's worth the effort and then some."
m/10005178-saint_ralph,James Wegg,FALSE,JWR,Rotten,2.5/5,38449,The first twenty minutes of Saint Ralph seem more like a primer on the up-close-and-personal art of adolescent self abuse than subtle narrative exposition.
m/10005178-saint_ralph,Susan Walker,TRUE,Toronto Star,Fresh,2.4/5,38450,"Thanks to the charm brought to the role of Ralph by young Adam Butcher, and strong performances from Campbell Scott, Gordon Pinsent, Jennifer Tilly and Shauna MacDonald, credibility is achieved."
m/10005178-saint_ralph,Stina Chyn,FALSE,Film Threat,Fresh,3.5/5,38538,McGowan's film isn't just about following this boy's private quest to accomplish the impossible. It is also about how he affects the other characters in the film.
m/10005178-saint_ralph,Bill Muller,TRUE,Arizona Republic,Fresh,3.5/5,38568,"Written with the glee of a scheming Catholic schoolboy, but its geniality outstrips its plausibility."
m/10005178-saint_ralph,Scott Foundas,FALSE,L.A. Weekly,Rotten,2.5/5,38568,"Michael McGowan's direction is as flat as an asphalt road, and his script is gasping for air long before it enters the final stretch."
m/10005178-saint_ralph,Claudia Puig,TRUE,USA Today,Fresh,3.5/4,38569,It's worth seeking out this bittersweet comedy with its emotionally resonant story and stellar performances.
m/10005178-saint_ralph,Michael Hardy,TRUE,Houston Chronicle,Rotten,1.5/4,38569,"It's hard to dislike schmaltz as mild as Saint Ralph, but let's try: The film is as bland as a communion wafer, sentimental as a Christmas homily, and predictable as the liturgy."
m/10005178-saint_ralph,Lisa Kennedy,TRUE,Denver Post,Fresh,2.5/4,38569,What began as a too familiar coming-of-age story set in an all-boys Catholic school steadily morphs into something arguably as familiar but more satisfying -- a triumphant sports tale.
m/10005178-saint_ralph,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,1.5/4,38569,Your interest is bound to fade long before Ralph does.
m/10005178-saint_ralph,Kyle Smith,TRUE,New York Post,Fresh,3.5/4,38569,Writer-director Michael McGowan proves there's a reason people keep making underdog sports movies.
m/10005178-saint_ralph,Wesley Morris,TRUE,Boston Globe,Rotten,2.5/4,38569,"As predictably uplifting movies go, Saint Ralph isn't completely charmless."
m/10005178-saint_ralph,Eric Lurio,FALSE,Greenwich Village Gazette,Rotten,2.5/5,38571,It's all very cute and predictable. Still it's a fun movie...
m/10005178-saint_ralph,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Fresh,3.5/5,38583,"Ralph may be more a sinner than a saint, and his movie may be a little cheesy, but who cares - I thoroughly enjoyed following him on his quest."
m/10005178-saint_ralph,Jeff Strickler,TRUE,Minneapolis Star Tribune,Fresh,2.5/4,38589,Canadian writer-director Michael McGowan has packed it so full of earnestness that viewers end up jogging along.
m/10005178-saint_ralph,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,1.5/4,38590,A hooey-slathered film that combines the Catholic school humor of 'Do Black Patent Leather Shoes Really Reflect Up?' with the rah-rah uplift of an underdog sports story.
m/10005178-saint_ralph,,FALSE,Film Threat,Fresh,3.5/5,38692,
m/10005403-the_baxter,Nick Schager,FALSE,Slant Magazine,Rotten,2.5/4,38550,"Chooses to embrace, rather than transcend via zany bawdiness, the schmaltzy genre within which it's operating."
m/10005403-the_baxter,Chris Barsanti,FALSE,Filmcritic.com,Rotten,2.5/5,38586,"promising, quite funny, but ultimately underwhelming"
m/10005403-the_baxter,Dana Stevens,TRUE,New York Times,Rotten,2.5/5,38589,"A Baxter of a movie: well meaning and mildly likable, but unlikely to sweep you off your feet."
m/10005403-the_baxter,Jan Stuart,TRUE,Newsday,Rotten,0.5/4,38589,The Baxter is more than a little out of step in a summer peppered with crude or idiosyncratic wallflower romantics.
m/10005403-the_baxter,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,1.5/4,38590,"If [Showalter's] acting is misjudged, his direction is merely uninspired."
m/10005403-the_baxter,Sheri Linden,FALSE,Boxoffice Magazine,Rotten,2.5/5,38590,Allusions to '40s screwball and later offerings like Annie Hall have a mild resonance as The Baxter struggles to get its footing.
m/10005403-the_baxter,Devin Faraci,FALSE,CHUD,Fresh,8.6/10,38590,"The Baxter is an ideal date movie because it's sweet, it's funny and it doesn't insult anyone's intelligence."
m/10005403-the_baxter,Jami Bernard,TRUE,New York Daily News,Rotten,2.5/4,38590,There are enough laughs in it if you're willing to settle.
m/10005403-the_baxter,Eric Lurio,FALSE,Greenwich Village Gazette,Rotten,2.5/5,38598,"What's surprising is Justin Theroux, who's actually hilarious."
m/10005403-the_baxter,Josh Larsen,FALSE,"Sun Publications (Chicago, IL)",Rotten,1.5/4,38604,Showalter's Elliot Sherman gives 40-year-old virgins a bad name (something Steve Carell has done so much to disprove).
m/10005403-the_baxter,Lexi Feinberg,FALSE,CinemaBlend,Rotten,2.5/5,38606,"Starts off promising a new spin on the romantic comedy genre, and then ends up exactly like all the others."
m/10005403-the_baxter,Michael Booth,TRUE,Denver Post,Rotten,1.5/4,38611,The Baxter is a self-conscious one-man show that obliterates the fine line between 'quirky' and 'annoying.'
m/10005403-the_baxter,Kimberley Jones,FALSE,Austin Chronicle,Rotten,2.5/5,38613,"Showalter's Elliot, self-described as the kind of guy who gets hay fever just raking the leaves, never breaks out of the Baxter clich. Frankly, he makes a pretty good case for why the sad sack never gets the girl."
m/10005403-the_baxter,Erik Childress,FALSE,eFilmCritic.com,Rotten,1.5/4,38615,"With seemingly thousands of romantic comedies to slay, Showalter wound up joining the party instead of peeing in the punch."
m/10005403-the_baxter,Bill Muller,TRUE,Arizona Republic,Fresh,3.5/5,38617,There are enough laughs that those who enjoyed The 40-Year-Old Virgin might want to take The Baxter for a whirl.
m/10005403-the_baxter,James Verniere,FALSE,Boston Herald,Rotten,1.5/4,38619,"Unlike Woody Allen's nebbishes, who are always the smartest and funniest people on the screen, Elliot is a bore."
m/10005403-the_baxter,Wesley Morris,TRUE,Boston Globe,Rotten,2.5/4,38619,"Only when Williams is around does the movie seem human, true, and funny: Even in her slapstick there's pain. She's almost too good: It's not until she's left a scene that you realize the movie isn't working."
m/10005403-the_baxter,Jeff Strickler,TRUE,Minneapolis Star Tribune,Fresh,2.5/4,38624,Showalter tackles his mission with energy and an upbeat attitude that makes him a winner as a lovable loser.
m/10005403-the_baxter,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,1.5/4,38625,Clearly the filmmakers are trying to make The Baxter look old-fashioned. But there's a modern smugness and superiority that undermines that attempt.
m/10005403-the_baxter,Sean P. Means,FALSE,Salt Lake Tribune,Rotten,1.5/4,38625,"Every romantic-comedy clich gets played out, but merely re-enacting those clichs in an arch tone isn't funny enough."
m/10005499-oliver_twist,Joe Utichi,FALSE,FilmFocus,Fresh,86/100,38582,This version of Twist is a flawless adaptation; finding the right balance between story and screen. Simply enthralling.
m/10005499-oliver_twist,Jules Brenner,FALSE,Cinema Signals,Fresh,3.5/5,38590,"A version of ""Oliver"" that's so safe, it's pretty much a case of baby-sitting."
m/10005499-oliver_twist,Rich Cline,FALSE,Shadows on the Wall,Fresh,4.5/5,38590,"Involving, captivating and nearly note perfect--in other words, a proper classic."
m/10005499-oliver_twist,Ed Gonzalez,FALSE,Slant Magazine,Rotten,2.5/4,38613,Oliver Twist isn't the nasty affair Polanski fans might be hoping for.
m/10005499-oliver_twist,Peter Howell,TRUE,Toronto Star,Rotten,2.5/4,38618,"Polanski and his Pianist scribe Ronald Harwood have chosen to tell it in as simple a manner as possible, as though they had been given a Masterpiece Theatre assignment to dispatch."
m/10005499-oliver_twist,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,2.5/4,38618,"Polanski's adult fans deserve something more than a film for the kiddies, and Dickens deserves better treatment than merely 'tasteful.'"
m/10005499-oliver_twist,Kyle Smith,TRUE,New York Post,Rotten,2.5/4,38618,"Polanski's take will spark debate among Dickens lovers, but audiences won't respond as warmly as they have to Lean's classic."
m/10005499-oliver_twist,Rick Groen,TRUE,Globe and Mail,Rotten,2.5/4,38618,"A work of craft that could be flying the Masterpiece Theatre banner. You know, an earnestly worthy adaptation of a literary classic, as faithful and polished as it is ponderous and unprovocative."
m/10005499-oliver_twist,Jeff Otto,FALSE,IGN Movies,Rotten,1.5/5,38618,Polanski's take on the classic is a dull affair.
m/10005499-oliver_twist,Dan Fienberg,FALSE,Zap2it.com,Rotten,2.5/4,38619,"The idea of Ben Kingsley as Fagin is such an obvious fit that he isn't surprising, nor are his acting choices"
m/10005499-oliver_twist,,FALSE,Hollywood.com,Rotten,2.5/4,38619,
m/10005499-oliver_twist,Kit Bowen,FALSE,Hollywood.com,Rotten,2.5/4,38621,Roman Polanski's Oliver Twist is probably the most faithful adaptation. But hardly anyone will take notice; it's just a tale that's been told too many times before.
m/10005499-oliver_twist,Willie Waffle,FALSE,WaffleMovies.com,Rotten,1.5/4,38624,"Roman Polanski has made some classic films over the years, but this is not one of them."
m/10005499-oliver_twist,Jeff Strickler,TRUE,Minneapolis Star Tribune,Rotten,2.5/4,38624,The film is high on production values but short on heart.
m/10005499-oliver_twist,Michael Phillips,TRUE,Chicago Tribune,Rotten,2.5/4,38624,Polanski's Oliver Twist is craftsmanly and relatively unsentimental.
m/10005499-oliver_twist,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,38624,Roman Polanski's new version finds the humor in Dickens' story without glossing over the essential point that a society must be judged inhumane if its treatment of its most unfortunate members is not humane.
m/10005499-oliver_twist,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,38624,Polanski's film is visually exact and detailed without being too picturesque.
m/10005499-oliver_twist,Rene Rodriguez,TRUE,Miami Herald,Fresh,2.5/4,38625,"Oliver Twist is a lovely, tony picture, but it isn't exactly essential."
m/10005499-oliver_twist,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,2.5/4,38625,"With the story lines streamlined and compressed, the whole thing doesn't have nearly the emotional heft it probably should."
m/10005499-oliver_twist,Michael Booth,TRUE,Denver Post,Rotten,2.5/4,38625,"Polanski could have made Oliver as haunting as his 2002 Academy Award-winning film, The Pianist. Yet his new effort falls just short."
m/10005499-oliver_twist,Ty Burr,TRUE,Boston Globe,Rotten,2.5/4,38625,It's as though Polanski had set the story's foolproof motor on cruise control and left the room; the tale is well told but told without personality.
m/10005499-oliver_twist,Sean P. Means,FALSE,Salt Lake Tribune,Rotten,2.5/4,38625,A film that's stately in its production but moves as if walking through thick gruel.
m/10005499-oliver_twist,Daniel M. Kimmel,FALSE,Worcester Telegram & Gazette,Rotten,2.5/4,38625,Yet given previous versions... there ought to be something new here to warrant retelling. There isn't.
m/10005499-oliver_twist,James Berardinelli,TRUE,ReelViews,Rotten,2.5/4,38625,"Technically sound and surprisingly faithful to its source material, Roman Polanski's version of Oliver Twist comes across as uninspired and flat."
m/10005499-oliver_twist,James Verniere,FALSE,Boston Herald,Fresh,3.5/4,38626,
m/10005499-oliver_twist,Julian Roman,FALSE,MovieWeb,Fresh,4.5/5,38627,
m/10005499-oliver_twist,Linda Cook,FALSE,KWQC-TV (Iowa),Fresh,3.5/4,38632,"Why, oh why, wasn't this movie released at Christmas time?"
m/10005499-oliver_twist,Sara Michelle Fetters,FALSE,MovieFreak.com,Rotten,2.5/4,38633,"As much as I'm loath to say it, this is one literary adaptation where I can sadly say with certainty I do not want more."
m/10005499-oliver_twist,Jake Euker,FALSE,"F5 (Wichita, KS)",Fresh,4.5/5,38635,"It's not Dickens and it's not David Lean, either. This perverse retelling of a classic could only be the work of one filmmaker that I can think of. It's my boy Polanski."
m/10005499-oliver_twist,Larry Ratliff,FALSE,San Antonio Express-News,Fresh,3.5/4,38642,(Roman) Polanski orchestrates this well-worn chestnut with the same high level of expertise that won him an Oscar for The Pianist in 2002.
m/10005499-oliver_twist,Chuck O'Leary,FALSE,Fantastica Daily,Fresh,3.5/4,38714,"A severely overlooked, exceedingly well-done version of an oft-told tale...One of the best films of 2005."
